,Розничный Прайс-лист от 04/05/2006,,
,2411, Aппарат для перманента  DragonHawk ATOM-2 (+батарея) WPQ-078-5,"1,399,000"
,2412, Aппарат для перманента DragonHawk ATOM-2 WPQ-079-5,"1,119,000"
,2413, Aппарат для перманента MAST Magi WQ4905,"990,000"
,2414, Aппарат для перманента MAST P10 (Голуб) WQ367-4,"900,000"
,2415, Aппарат для перманента MAST P10 (зеленая) WQ367-11,"900,000"
,2416, Aппарат для перманента MAST P10 (красная) WQ367-1,"900,000"
,2417, Aппарат для перманента MAST P10 (ПуБроу Хеннаурная) WQ367-19,"900,000"
,2418, Aппарат для перманента MAST P10 (Розовая) WQ367-17,"900,000"
,2419,  Aппарат для перманента MAST P10 (Синяя) WQ367-3,"900,000"
,2420,  Aппарат для перманента MAST P10 (стальная) WQ367-16,"900,000"
,2421,  Aппарат для перманента MAST P10 (черная) WQ367/367-15,"900,000"
,2422,  Aппарат для перманента MAST P10 ULTRA(WQ486),"1,099,000"
,2423,  Aппарат для перманента MAST P20 WQP-021(беспроводная),"1,399,000"
,2424,  Aппарат для перманента MAST P40 WQP-057  (Черная),"1,399,000"
,2425,  Aппарат для перманента MAST P40 WQP-057-1 (Розовая),"1,399,000"
,2426,  Aппарат для перманента MAST P40 WQP-057-2 (Золотая),"1,399,000"
,2427,  Aппарат для перманента MAST P60 WQP053 (беспроводная),"1,900,000"
,2428,  Aппарат для перманента MAST TOUR 2 PRO (беспровод)с 1бат,"1,119,000"
,2429,  Aппарат для перманента MAST TOUR 2 PRO (беспровод)с 2бат,"1,399,000"
,2430,  Aппарат для перманента MAST TOUR MNI (WQ366),"950,000"
,2431,  Aппарат для перманента MAST Y22 WQP007 (беспроводная),"1,800,000"
,2432,  Aппарат для перманента MAST Y22PRO (беспроводная),"1,900,000"
,2433,  Aппарат для перманента MAST черная (пузатая) WQ 102,"890,000"
,2434,Ресницы Enigma B 0.07*6-13,"145,000"
,2435,Ресницы Enigma B 0.10*6-13,"145,000"
,2436,Ресницы Enigma C 0.07*5-9,"145,000"
,2437,Ресницы Enigma C 0.07*6-13,"145,000"
,2438,Ресницы Enigma C 0.07*7-14,"145,000"
,2439,Ресницы Enigma C 0.07*8-12,"145,000"
,2440,Ресницы Enigma C 0.10*6-13,"145,000"
,2441,Ресницы Enigma C 0.10*7-14,"145,000"
,2442,Ресницы Enigma C 0.10*8-12,"145,000"
,2443,Ресницы Enigma D 0.07*7-13,"145,000"
,2444,Ресницы Enigma D 0.07*8-12,"145,000"
,2445,Ресницы Enigma D 0.07*8-14,"145,000"
,2446,Ресницы Enigma D 0.10*7-13,"145,000"
,2447,Ресницы Enigma D 0.10*8-12,"145,000"
,2448,Ресницы Enigma D 0.10*8-14,"145,000"
,2449,Ресницы Enigma D+0.07*7-13,"145,000"
,2450,Ресницы Enigma D+0.07*8-14,"145,000"
,2451,Ресницы Enigma D+0.10*7-13,"145,000"
,2452,Ресницы Enigma D+0.10*8-14,"145,000"
,2453,Пигменты BIOCOLORS MINERAL Крем-брюле 5мл,"195,000"
,2454,Пигменты BIOCOLORS MINERAL Пралине 5мл,"195,000"
,2455,Пигменты BIOCOLORS MINERAL Тирамису 5мл,"195,000"
,2456,Пигменты NE (нечаева) MINERAL #410 Красный коректор Пигменты ,"175,000"
,2457,Пигменты NE (нечаева) MINERAL #411 Желтый корректор Пигменты ,"175,000"
,2458,Пигменты NE (нечаева) MINERAL #907 Блондля светлый Пигменты ,"195,000"
,2459,Пигменты NE (нечаева) MINERAL #908 Блондин темный Пигменты ,"335,000"
,2460,Пигменты NE (нечаева) MINERAL #908 Блондин темный Пигменты ,"195,000"
,2461,Пигменты NE (нечаева) MINERAL #909 Русый Теплый Пигменты ,"335,000"
,2462,Пигменты NE (нечаева) MINERAL #909 Русый Теплый Пигменты ,"195,000"
,2463,Пигменты NE (нечаева) MINERAL #910 Русый Холодный Пигменты ,"335,000"
,2464,Пигменты NE (нечаева) MINERAL #910 Русый Холодный Пигменты ,"195,000"
,2465,Пигменты NE (нечаева) MINERAL #911  Каштан теплый Пигменты ,"335,000"
,2466,Пигменты NE (нечаева) MINERAL #911 Каштан теплый Пигменты ,"195,000"
,2467,Пигменты NE (нечаева) MINERAL #912 Каштан Холодный Пигменты ,"335,000"
,2468,Пигменты NE (нечаева) MINERAL #912 Каштан Холодный Пигменты ,"195,000"
,2469,Пигменты NE (нечаева) MINERAL #913 Брюнет Теплый Пигменты ,"335,000"
,2470,Пигменты NE (нечаева) MINERAL #913 Брюнет Теплый Пигменты ,"195,000"
,2471,Пигменты NE (нечаева) MINERAL #914 Брюнет Холодный Пигменты ,"335,000"
,2472,Пигменты NE (нечаева) MINERAL #914 Брюнет Холодный Пигменты ,"195,000"
,2473, Пигмент Etalоn Mix №10 Arabica 10ml  ,"430,000"
,2474, Пигмент Etalоn Mix №10 Arabica 5ml  ,"238,000"
,2475, Пигмент Etalоn Mix №6 Taupe 10ml  ,"430,000"
,2476, Пигмент Etalоn Mix №7 Pecan 10ml  ,"430,000"
,2477, Пигмент Etalоn Mix №8 Tiziano 10ml  ,"430,000"
,2478, Пигмент Etalоn Mix №8 Tiziano 5ml  ,"238,000"
,2479, Пигмент Etalоn Mix №9 Sepia 10ml  ,"430,000"
,2480,"Ресницы OH! MY LASH пучки ""DoРесницы Лавли Fix""  ","60,000"
,2481, Накладные ресницы  F 34,"75,000"
,2482, Накладные ресницы  F 51,"75,000"
,2483, Накладные ресницы  F 59,"75,000"
,2484, Накладные ресницы  F36,"75,000"
,2485, Накладные ресницы  G 105,"75,000"
,2486, Накладные ресницы  G 123,"75,000"
,2487, Накладные ресницы  G 131,"75,000"
,2488, Накладные ресницы  G 41,"75,000"
,2489," Ресницы DLUX Невесомая классика   D 0,20*10","145,000"
,2490," Ресницы DLUX Невесомая классика   D 0,20*11","145,000"
,2491," Ресницы DLUX Невесомая классика   D 0,20*12","145,000"
,2492," Ресницы DLUX Невесомая классика   D 0,20*13","145,000"
,2493," Ресницы DLUX Невесомая классика   D 0,20*8","145,000"
,2494," Ресницы DLUX Невесомая классика   D 0,20*9","145,000"
,2495, Ресницы DLUX Невесомая классика   Mix D 0.15,"150,000"
,2496, Ресницы DLUX Невесомая классика   Mix D 0.20,"150,000"
,2497," Ресницы DLUX Невесомая классика   Mix С 0,15","150,000"
,2498," Ресницы DLUX Невесомая классика   Mix С 0,20","150,000"
,2499," Ресницы DLUX Невесомая классика   Mix СC 0,20","150,000"
,2500," Ресницы DLUX Невесомая классика   С 0,20*10","145,000"
,2501," Ресницы DLUX Невесомая классика   С 0,20*11","145,000"
,2502," Ресницы DLUX Невесомая классика   С 0,20*12","145,000"
,2503," Ресницы DLUX Невесомая классика   С 0,20*13","145,000"
,2504," Ресницы DLUX Невесомая классика   С 0,20*14","145,000"
,2505," Ресницы DLUX Невесомая классика   С 0,20*8","145,000"
,2506," Ресницы DLUX Невесомая классика   С 0,20*9","145,000"
,2507,Пигмент для бровей NE (нечаева) #101 Русый теплый (3мл),"135,000"
,2508, Пигмент для бровей  #102 Русый холодный (3мл),"135,000"
,2509, Пигмент для бровей  #103 Каштан (3мл),"135,000"
,2510, Пигмент для бровей  #104 Шатен (3мл),"135,000"
,2511, Пигмент для бровей  #105 Брюнет (3мл),"135,000"
,2512, Пигмент для бровей  #106 Брюнет теплый (3мл),"135,000"
,2513, Пигмент для бровей  #107 Каштан теплый (3мл),"135,000"
,2514,Размер L Оболочки(валики) от  KATYA VINOG Badass 1 пара,"65,000"
,2515,Размер L Оболочки(валики) от  KATYA VINOG F*ck it 1 пара,"65,000"
,2516,Размер L Оболочки(валики) от  KATYA VINOG Shine 1 пара,"65,000"
,2517,Размер L Оболочки(валики) от  KATYA VINOG Забей 1 пара,"65,000"
,2518,Размер L Оболочки(валики) от  KATYA VINOG Мечтай 1 пара,"65,000"
,2519,Размер L Оболочки(валики) от  KATYA VINOG Чмми 1 пара,"65,000"
,2520,(Ч) Обольшойочки KATYA VINOG Badass 1 пара,"65,000"
,2521,(Ч) Обольшойочки KATYA VINOG F*ck it 1 пара,"65,000"
,2522,(Ч) Обольшойочки KATYA VINOG Shine 1 пара,"65,000"
,2523,(Ч) Обольшойочки KATYA VINOG Slay 1 пара,"65,000"
,2524,(Ч) Обольшойочки KATYA VINOG Забей 1 пара,"65,000"
,2525,(Ч) Обольшойочки KATYA VINOG Мечтай 1 пара,"65,000"
,2526,(Ч) Обольшойочки KATYA VINOG Сияй 1 пара,"65,000"
,2527,(Ч) Обольшойочки KATYA VINOG Чмми 1 пара,"65,000"
,2528,Комплект оболочек большой от KATYA VINOG F*ck it,"155,000"
,2529,Комплект оболочек большой от KATYA VINOG Shine,"155,000"
,2530,Комплект оболочек большой от KATYA VINOG Slay,"155,000"
,2531,Комплект оболочек большой от KATYA VINOG Забей,"155,000"
,2532,Комплект оболочек большой от KATYA VINOG Мечтай,"155,000"
,2533,Комплект оболочек большой от KATYA VINOG Сияй,"155,000"
,2534,Комплект оболочек большой от KATYA VINOG Чмми,"155,000"
,2535,Воскоплав 100W Power,"150,000"
,2536,Воскоплав Wax pro 200,"150,000"
,2537,Воскоплав Wax pro 300,"160,000"
,2538,Воскоплав YSM-2002B,"120,000"
,2539,Воскоплав YSM-6001B,"150,000"
,2540,Воскоплав с сенсорным табло,"240,000"
,2541,Lovely CONTOUR PASTE цветная,"28,000"
,2542,Lovely белаяая паста для бровей 10гр,"70,000"
,2543,"Lovely Ботокс B-active, 5ml","185,000"
,2544,Lovely Ботокс Lash Botox 5ml,"220,000"
,2545,Lovely Валики 4 пары,"85,000"
,2546,Lovely Валики M,"20,000"
,2547,Lovely Валики M1,"20,000"
,2548,Lovely Валики S,"20,000"
,2549,Lovely Гель-скатка для бровей 30мл,"55,000"
,2550,Lovely Карандаш для бровей ,"33,000"
,2551,Lovely Карандаш для бровей ,"33,000"
,2552,Lovely Клей для ламинации и био Forсe,"85,000"
,2553,Lovely Клей для ламинации  и био Light,"80,000"
,2554,"Lovely крем-воск для бровей, 10мл","50,000"
,2555,Lovely Обезжириватель для бровей 35мл,"35,000"
,2556,Lovely Пенка мусс для ресниц Алоэ 50 мл,"70,000"
,2557,Lovely Пенка мусс для ресниц Зелёный чай 50 мл,"70,000"
,2558,"Katya Vinog (Катя Виног) Органайзер Патч-бокс, black","230,000"
,2559,"Katya Vinog (Катя Виног) Органайзер Патч-бокс, blue","230,000"
,2560,"Katya Vinog (Катя Виног) Подставка для инстр Maxi, white","155,000"
,2561,"Katya Vinog (Катя Виног) Подставка для инстр Maxii, black","155,000"
,2562,"Katya Vinog (Катя Виног) Подставка для инстр Mini, black","105,000"
,2563,"Katya Vinog (Катя Виног) Подставка для инстр Mini, Bordo","105,000"
,2564,"Katya Vinog (Катя Виног) Подставка для инстр Mini, white","105,000"
,2565,KATYA VINOG Липкие патчи БАНТ ,"110,000"
,2566,"KATYA VINOG Липкие патчи БАНТ 0,6 мм ","110,000"
,2567,"KATYA VINOG Липкие патчи БАНТ 0,8 мм ","110,000"
,2568,"KATYA VINOG Липкие патчи для наращ БОБ 0,6 мм ","110,000"
,2569,"KATYA VINOG Липкие патчи для наращ БОБ 0,8 мм ","110,000"
,2570,"KATYA VINOG Липкие патчи для наращ БОБ 1,0 мм ","110,000"
,2571,KATYA VINOG Палитра для лами ,"110,000"
,2572,KATYA VINOG Палитра для лами ,"110,000"
,2573,KATYA VINOG Палитра для лами ,"110,000"
,2574,KATYA VINOG Палитра для лами ,"110,000"
,2575,Палитра для клея KATYA VINOG ,"75,000"
,2576,"Патчи KATYA VINOG, белые","75,000"
,2577,"Патчи KATYA VINOG, черные","85,000"
,2578,"Патчи шелкового сияния KATYA VINOG, голубые","105,000"
,2579,"Патчи шелкового сияния KATYA VINOG, розовые","105,000"
,2580,Optima Перчатки синие S,"55,000"
,2581,Пигмент AS COMPANY Base ( Базовый )  6 мл,"165,000"
,2582,Пигмент AS COMPANY Black brown 6 мл,"165,000"
,2583,Пигмент AS COMPANY Blond brown 6 мл,"165,000"
,2584,Пигмент AS COMPANY Brown haired 6 мл,"165,000"
,2585,Пигмент AS COMPANY Dark brown 6 мл,"165,000"
,2586,Пигмент AS COMPANY Deep black 6 мл,"165,000"
,2587,Пигмент AS COMPANY Deep Brown 6 мл,"165,000"
,2588,Пигмент AS COMPANY OPIUM B1-SOIL (брови) 15мл,"365,000"
,2589,Пигмент AS COMPANY OPIUM B1-SOIL (брови) 6мл,"165,000"
,2590,Пигмент AS COMPANY OPIUM B2-BRAZIL (брови) 15мл,"365,000"
,2591,Пигмент AS COMPANY OPIUM B2-BRAZIL (брови) 6мл,"165,000"
,2592,Пигмент AS COMPANY OPIUM B3-HORSE (брови) 15мл,"365,000"
,2593,Пигмент AS COMPANY OPIUM B3-HORSE (брови) 6мл,"165,000"
,2594,Пигмент AS COMPANY OPIUM B5-PECAN (брови) 6мл,"165,000"
,2595,Пигмент AS COMPANY OPIUM B6-WOOD (брови) 15мл,"365,000"
,2596,Пигмент AS COMPANY OPIUM B6-WOOD (брови) 6мл,"165,000"
,2597,Пигмент AS COMPANY OPIUM E1-DEVIL 6мл,"165,000"
,2598,Пигмент AS COMPANY Ultra black 6ml,"165,000"
,2599,Пигмент AS COMPANY BUBBLE GUM для губ 6мл,"165,000"
,2600,Пигмент AS COMPANY NUDE 6мл,"165,000"
,2601,Пигмент AS COMPANY OPIUM L1-SINDY ORGANIC 15мл,"365,000"
,2602,Пигмент AS COMPANY OPIUM L1-SINDY ORGANIC 6мл,"165,000"
,2603,Пигмент AS COMPANY OPIUM L10- SCARLET ORGANIC 6мл,"165,000"
,2604,Пигмент AS COMPANY OPIUM L11-PINK PEACH 6мл,"165,000"
,2605,Пигмент AS COMPANY OPIUM L12-CHIРесницы ЛавлиI PEPPERS 6мл,"165,000"
,2606,Пигмент AS COMPANY OPIUM L16-SKIN 6мл,"165,000"
,2607,Пигмент AS COMPANY OPIUM L18-PURE MAGENTA ORGANIC 6мл,"165,000"
,2608,Пигмент AS COMPANY OPIUM L2-JAPANESE GARDEN 6мл,"165,000"
,2609,Пигмент AS COMPANY OPIUM L3-LYCHEE 6мл,"165,000"
,2610,Пигмент AS COMPANY OPIUM L4-GUAVA 6мл,"165,000"
,2611,Пигмент AS COMPANY OPIUM L7-NAOMI 15мл,"365,000"
,2612,Пигмент AS COMPANY OPIUM L7-NAOMI 6мл,"165,000"
,2613,Пигмент AS COMPANY OPIUM L8-RED ROYAL ORGANIC 6мл,"165,000"
,2614,Пигмент AS COMPANY PINK PARADISE для губ 6мл,"165,000"
,2615,Пигмент AS COMPANY PLUM DESSERT 6мл,"165,000"
,2616," AS COMPANY Концентрат BARBIE, 12мл","365,000"
,2617,"AS COMPANY Концентрат для губ Cherry, 6 мл","165,000"
,2618,Avital набор пинцетов,"260,000"
,2619,Avital пинцет,"150,000"
,2620,Avital пинцет прямой,"120,000"
,2621,BARBARA пинцет для бровей (черный),"45,000"
,2622,BARBARA Пинцет прямой  (тип 3),"135,000"
,2623,BARBARA Пинцет прямой (тип 1),"135,000"
,2624,BARBARA Пинцет прямой узкий (тип 2),"135,000"
,2625,BARBARA пинцет сверхточный изогнутый,"135,000"
,2626,BARBARA Сверхточн.для бровей,"100,000"
,2627,BARBARA Сверхточн.Сапожок #1,"135,000"
,2628,BARBARA Сверхточн.Сапожок #2 (круглый),"135,000"
,2629,BARBARA пинцет  L 45  градусов  5мм,"135,000"
,2630,BARBARA пинцет  L 45  градусов  7мм,"135,000"
,2631,BARBARA пинцет  Г 90  градусов  5мм,"135,000"
,2632,BARBARA пинцет тип Г 90  градусов  7мм,"135,000"
,2633,FreiAviver Пинцет  голубой,"65,000"
,2634,FreiAviver Пинцет  зеленый,"65,000"
